,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174
Pou5f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lin28b,0.45259365,0.19563198,0.4991304,0.41025293,0.31255272,0.5373917,0.48860276,0.50427246,0.43584135,0.5145303,0.44147143,0.48797777,0.49900016,0.5386087,0.5347436,0.4984253,0.38382226,0.31967336,0.51259315,0.45691225,0.519917,0.4805231,0.29141578,0.4219237,0.4845368,0.4099086,0.39490765,0.43775395,0.2831319,0,0.5322294,0.53868353,0.4521239,0.35355163,0.30177638,0.40539828,0.55127007,0.2602661,0.41714466,0.29572064,0.54430574,0.50783396,0.5222445,0.4631699,0.5549298,0.42416766,0.44696546,0.54054046,0.505902,0.57539093,0.5907711,0,0.4204076,0.35063952,0.56018883,0.5042459,0.5415864,0.5475791,0.5254524,0.48721623,0.47546855,0.55120236,0.5478979,0.40587127,0.574571,0.3255615,0.4034112,0,0.486697,0.47259182,0.49235037,0.34668645,0.4263734,0.5137042,0.50590926,0.54082364,0.5080754,0.40903032,0.5201747,0.583118,0.49715322,0.2816198,0.50735825,0,0.59530455,0.54742974,0.38319147,0.41545212,0.4635131,0.45089895,0,0.3738887,0.40262526,0.43646944,0.5182063,0.5152326,0.3519808,0.55324715,0.67908305,0.5406751,0.48813102,0.50207055,0.33755362,0.49290735,0.49248466,0.56366813,0.43991128,0.12807314,0.52007383,0.49279422,0.46361178,0.3936382,0.44131872,0.117529936,0.56932414,0.42592505,0.5563595,0.5392196,0.4226656,0.55138606,0.41353413,0.52938616,0.5364734,0.50770414,0.52838296,0.427383,0.49551177,0.5615877,0.4743581,0.5701728,0.5162463,0.33476806,0.5386691,0.32305047,0.5647595,0.512207,0.5089277,0.5598775,0.525453,0.49231192,0.50817084,0.5164379,0.2424017,0.36757907,0.49273196,0.52548546,0.5583128,0.22638412,0.46129215,0.555773,0.4827921,0.3693291,0.33938912,0.46923313,0.5125335,0.53537655,0.3668971,0.5080432,0.48067254,0.41883165,0.42607054,0.48156282,0.27872077,0.483189,0.60180205,0.5296288,0.45457587,0.46224242,0.57128364,0.4027457,0.48125377,0.47899118,0.5141876,0.59695965,0.5448576
Sox2,0.85543317,0.8380032,0.8509215,0.8055673,0.8554258,0.8499257,0.8931418,0.8744713,0.7439602,0.88151425,0.86601055,0.845515,0.8021651,0.79326135,0.79421574,0.9253122,0.90427667,0.8811996,0.888878,0.86560595,0.8147377,0.6614404,0.80938756,0.6722088,0.9116844,0.71943986,0.8969222,0.5531575,0.93713486,0.8982491,0.8167752,0.7992281,0.8236994,0.88239986,0.9078079,0.82923406,0.8195279,0.79831606,0.8227157,0.8593234,0.8766595,0.87682706,0.877608,0.82525146,0.87131315,0.7873455,0.82062286,0.88765675,0.89333105,0.83688813,0.89796615,0.3875042,0.83801544,0.87498635,0.91800684,0.811126,0.7835483,0.85150594,0.8620242,0.9253669,0.8716057,0.89362127,0.8082244,0.90313315,0.8429579,0.91690016,0.9087077,0.92076796,0.87341404,0.9443204,0.85159147,0.67296875,0.83957994,0.857019,0.8995535,0.7756692,0.8686786,0.5590671,0.87923396,0.8423133,0.8983418,0.77878714,0.86826456,0.82671505,0.72333974,0.83994704,0.5867152,0.51179194,0.9287604,0.90721405,0.8755852,0.8537608,0.8742218,0.8892512,0.87284034,0.77119845,0.9460605,0.8478686,0.95655406,0.7330988,0.83028734,0.77950555,0.88501525,0.873929,0.7491439,0.7141114,0.86918896,0.84932345,0.6489698,0.7819444,0.70937836,0.89293647,0.70077384,0.8037762,0.8062962,0.8108667,0.80919987,0.87911004,0.91608894,0.7686049,0.8977111,0.74367696,0.8534648,0.7824813,0.79286057,0.8325069,0.7908907,0.85694826,0.81552523,0.79286206,0.83915627,0.8768789,0.8239696,0.8848682,0.85281765,0.6280785,0.87755984,0.7921782,0.88449126,0.78534687,0.82317615,0.67238814,0.8797804,0.7561133,0.7350806,0.7842524,0.6995387,0.9058833,0.8620672,0.8328102,0.86319417,0.7827587,0.8497287,0.8263999,0.82058823,0.87810034,0.91641754,0.6450888,0.93482757,0.9040336,0.87155783,0.8912734,0.8709209,0.8930897,0.8716264,0.9054624,0.86407125,0.9083433,0.87999475,0.7727235,0.90627134,0.86577153,0.8388442,0.81134,0.9137455
Zscan4c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cenpa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nodal,0.81054986,0.615944,0.6295338,0.7046922,0.6515191,0.6225534,0.67078376,0.67976165,0.36600265,0.7526709,0.72697914,0.6623044,0.7002841,0.5835893,0.6954778,0.8956282,0.7616399,0.7702012,0.7624364,0.75875056,0.66976345,0.61932725,0.65647453,0.4491824,0.57203025,0.61655194,0.7896268,0.5461212,0.755395,0.6210692,0.65544033,0.6628396,0.77080256,0.8117899,0.708813,0.69460636,0.64400715,0.6776034,0.77590233,0.59926856,0.7361065,0.74646264,0.7417213,0.8259074,0.7800634,0.85847455,0.67002726,0.6795563,0.7665124,0.7406489,0.7916164,0.47208017,0.89200926,0.8001097,0.6443792,0.8238403,0.8524712,0.65844506,0.85566854,0.8413172,0.773674,0.5882657,0.47839686,0.8262644,0.79717404,0.8111279,0.7596572,0.69945234,0.59932846,0.69943154,0.81197757,0.6942577,0.6428441,0.67446184,0.6044682,0.6868253,0.6809359,0.6402561,0.7429827,0.61602294,0.6744695,0.6135406,0.814605,0.4366438,0.389131,0.7221216,0.64174974,0.5944375,0.56513065,0.6248,0.63099647,0.6150806,0.6914717,0.6635494,0.67132163,0.7746825,0.66359687,0.59158033,0.83789897,0.5900535,0.80669385,0.7083365,0.5874703,0.69520676,0.6999791,0.7305155,0.7329889,0.81232613,0.79863644,0.690197,0.7674194,0.7456554,0.70762974,0.81640404,0.8010351,0.4919558,0.65988785,0.7037608,0.5959192,0.55138606,0.7661274,0.7456716,0.69481117,0.50770414,0.70739776,0.7144771,0.4608049,0.5556452,0.83003783,0.69470525,0.6711346,0.8083176,0.5891425,0.65189326,0.5586856,0.70014507,0.5710202,0.74525976,0.48947582,0.45925617,0.89122486,0.7570656,0.7039502,0.7346859,0.37806922,0.5430077,0.43340048,0.7705653,0.70024186,0.81545407,0.6784808,0.47582436,0.7850189,0.6627783,0.89223635,0.62748593,0.6422723,0.7300318,0.6744043,0.7129222,0.624927,0.79755837,0.6965541,0.771663,0.8662705,1,0.89629865,0.80568576,0.6834191,0.8124997,0.8082155,0.47899118,0.6210911,0.51536554,0.7553077
Auts2,0.3490536,0.38687566,0.38546947,0,0.41524902,0.38440862,0.50642484,0.47455874,0.4527472,0.45533603,0.23003171,0.38121173,0.31034026,0.454795,0.41783044,0.41775668,0.34683368,0.16420041,0.47709638,0.3172589,0.40873408,0.15996838,0.36012655,0.38710448,0.51440257,0.35952494,0.27195403,0.2905978,0,0.4852767,0.4404872,0.2869234,0.3727005,0.41491586,0.33704627,0.4663464,0.39093223,0.40872326,0.37312147,0.48875675,0.5182741,0.3479855,0.45778832,0.4268888,0.48232198,0.34823632,0.4010075,0.36145577,0.49434924,0.4908627,0.5033397,0.3056985,0.44764754,0.46880752,0.36011374,0.45883757,0.4924196,0.39071018,0.4780707,0.47461453,0.43922982,0.40019172,0.34461984,0.34610677,0.40806472,0.37698337,0.5152915,0,0.3814265,0.44043207,0.48494634,0.39690015,0.33889946,0.4641617,0.49719626,0.3783701,0.28126556,0.32561454,0.45885798,0.4393486,0.45821935,0.2816198,0.42152932,0.1716736,0.44946373,0.39327207,0.41885263,0,0.478446,0.4103223,0.22401643,0.14169598,0.1743939,0.18310738,0.30768612,0.37440863,0.46861273,0.43071818,0.62926084,0.3008258,0.4160276,0.302443,0.35451564,0.22916222,0.34225202,0.52012837,0.3747197,0.3213213,0.53470725,0.36311665,0.46361178,0.20390122,0.42409313,0.18010116,0.5364204,0.28972888,0.4636426,0.36182696,0.37131658,0.39067176,0.40116978,0.34223413,0.48038536,0.2267207,0.36409718,0.46865845,0.5457906,0.33383548,0.2921369,0.51059276,0.4462817,0.44178486,0.40452552,0.34539163,0.4747891,0.3995073,0.32772258,0.37806594,0.4076396,0.41545197,0.396686,0.20199856,0.2888687,0.48888108,0.4101053,0.4978534,0.2702503,0.41578346,0.2611072,0.37261888,0.21953768,0.3499849,0.4036807,0.40707716,0.27654335,0.3441197,0.4295308,0.28299463,0.40710798,0.49652168,0.4699155,0.4937784,0.4595096,0.42889565,0.60180205,0.3831942,0.36215574,0.35888827,0.45471182,0.29376498,0.41324314,0.4129464,0.4599233,0.44935396,0.4715083
Clu,0.53607076,0.39918676,0,0.44509277,0.15962781,0.65198696,0,0.2489899,0.5147584,0.39354002,0.38246742,0.5128326,0.44689557,0.42524844,0.47156256,0.48562935,0.55578846,0.52336305,0.39640892,0.4890561,0.40873408,0.8019489,0.31839123,0.33884996,0.30559203,0.4462327,0.3346166,0.2905978,0.20679888,0.5824894,0.20427024,0.42593268,0.4181828,0.19374126,0.11745093,0.49563172,0.32668048,0.45239902,0.41714466,0.52147216,0.4595001,0.3479855,0.42008314,0.1748403,0.42312118,0.2655952,0.3306942,0.25144473,0.5356372,0.27670008,0.21329932,0.3056985,0.23929343,0.51328224,0.40315115,0.41037217,0,0.339753,0.5038102,0.44526097,0.40833354,0.35720584,0.7385468,0.28365597,0.3199242,0.42978433,0,0,0.5961037,0.3810874,0.54989594,0.44813582,0.5699052,0.31528482,0.28851986,0.46074688,0.58836055,0.2787344,0.44734776,0.56105196,0.27924642,0.49450073,0.38827497,0.5041453,0.27246925,0.14826055,0.40224186,0.4344854,0.3471153,0.3843907,0,0.4635499,0.24849124,0.4664692,0.5877001,0.6596337,0.40295655,0.2053355,0.3642266,0.6626124,0.22512883,0.56626093,0.33755362,0.49290735,0.56045437,0.2446898,0.46352145,0.55486745,0.33465055,0.51464343,0.36449566,0,0,0.5857614,0.44438484,0.32429203,0.6883911,0.26296094,0.240235,0.46371925,0.37247604,0.6853516,0.21738343,0.40558997,0.36409718,0.41480893,0.38196987,0.29856646,0.32296944,0.6607397,0.5964694,0.46460447,0.53076243,0.2625571,0.5915431,0.60311615,0.19972245,0.37806594,0.30024606,0.3503416,0.14608787,0.6401506,0.37306076,0.39935493,0.4101053,0.58088875,0.19684589,0.3078227,0.40888625,0.3412716,0.54385966,0.30024242,0.446991,0.48774445,0.25025833,0.36692524,0.3668971,0.80520415,0.34691066,0.34219825,0.43843424,0.4367034,0.58603156,0.5133821,0.67362803,0.474898,0.45457587,0.402465,0.4173551,0.775457,0.39778334,0.44999206,0.36916754,0.37486413,0.35260397
Bdnf,0.23275517,0,0.19606315,0,0,0.31540525,0.24332727,0.174645,0.20645659,0,0.15838358,0.17815945,0,0,0.14992198,0.20024829,0,0,0,0,0.20666759,0.22983079,0.14440416,0,0,0,0,0,0,0,0.2825902,0.20777413,0,0.12918055,0.320556,0,0.13414012,0,0.18299393,0.21577163,0,0,0.20373052,0,0.19082479,0,0.3306942,0.17758733,0,0.15828466,0.34442583,0,0,0,0,0.19148298,0,0,0,0,0,0.1726889,0.27712864,0,0,0,0.18996237,0.15644054,0,0,0.15466997,0,0,0.3847255,0.16705416,0,0.28126556,0.386785,0,0.31917956,0.27924642,0,0,0.1716736,0,0,0.29977426,0,0,0.35236114,0,0,0.24849124,0,0,0.19956708,0,0,0,0.4463247,0.11870905,0.13316493,0.12651505,0.4841923,0.21662772,0,0,0.23802388,0,0,0,0,0,0.2821186,0,0.24298209,0.38049927,0.12346212,0.16812706,0,0,0.29324836,0.14836124,0,0.23174898,0.3485793,0,0,0.098964974,0.1743254,0,0.1249842,0.31865048,0.148847,0.4490208,0,0,0,0,0,0,0,0,0.26499057,0,0,0,0.35864386,0,0,0,0.3273941,0.14379959,0,0.11370758,0.23553632,0.13625437,0,0.164334,0.14576046,0,0,0.3666908,0.1782283,0.54516226,0,0,0,0,0.1912617,0,0,0,0.18948025,0.15159756
Npy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16420041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14409035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14169598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098964974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57628316,0,0,0,0,0,0,0,0,0,0
Tfcp2l1,0.29165056,0.6537382,0.4991304,0.4663776,0.6515191,0.31540525,0.65190095,0.50427246,0.43584135,0.115207106,0.15838358,0.2974173,0.35966966,0.70681506,0.65488124,0.48562935,0.39917055,0.46179622,0.45513096,0.23588586,0.28419545,0.15996838,0.14440416,0.4491824,0.5531366,0.46121168,0.64142114,0.46824336,0.64892256,0.7574738,0.36820093,0.42593268,0.461771,0.6060168,0.7422505,0.64172375,0.30438992,0.5530639,0.4646233,0.6233887,0.6116074,0.47210425,0.659436,0.2931245,0.63298523,0.46383882,0.4181294,0.48400018,0.65334547,0.27670008,0.52227783,0.3391957,0.53568494,0.6010054,0.5274171,0.33325705,0.5298166,0.25679475,0.5797495,0.5192459,0.6212021,0.5882657,0.32566842,0.67333096,0.40806472,0.71612126,0.58778876,0.6744269,0.61151075,0.68369406,0.45035425,0.47376972,0.5607912,0.28090483,0.7018156,0.3783701,0.36606488,0.386785,0.756272,0.21380274,0.7308424,0.616507,0.7539111,0.6558417,0.3727647,0.3209391,0.25340793,0.3930896,0.6523743,0.72489655,0.7036147,0.69714373,0.79935884,0.4522712,0.47640178,0.30240193,0.66359687,0.53608704,0.58244896,0.4380094,0.3432648,0.62362206,0.69522613,0.6072944,0.34225202,0.41419572,0.43101758,0.6784792,0.2996883,0.61345065,0.3143492,0.715007,0,0.7148674,0.30446306,0.17045854,0.42827678,0.18708062,0.65954787,0.47696105,0.6771512,0.5075981,0.5017724,0.5200429,0.16002771,0.36833024,0.58992624,0.53607935,0.2921369,0.46104532,0.48073992,0.6080928,0.31865048,0.5428555,0.3975234,0.4424215,0.47040072,0.27375576,0.17709199,0.62581706,0.2150914,0.32828557,0.6074663,0.6645857,0.67082536,0.6229863,0.5691555,0.6791549,0.14724353,0.30028915,0.26513228,0.15110826,0.63202584,0.5114265,0.5569014,0.3441197,0.7285967,0.35063016,0.7106161,0.68853515,0.705488,0.4367034,0.74179965,0.53817916,0.58961415,0,0.22714353,0.44954166,0.34270972,0.37948373,0.55037594,0.2443085,0.3049086,0.576739,0.35260397
Dnmt3b,0.7747357,0.8151825,0.8633324,0.74634975,0.79443127,0.8196221,0.8297135,0.8632742,0.8161027,0.84160966,0.7023544,0.6060004,0.7969913,0.69171625,0.7825543,0.8362147,0.8204206,0.83287257,0.81443715,0.892156,0.80793476,0.59514534,0.6960592,0.75066847,0.82335436,0.79326224,0.75094026,0.7248031,0.71379995,0.72174543,0.7936415,0.77224827,0.6566261,0.4332939,0.71079457,0.7413367,0.75321233,0.7665358,0.89066845,0.7910362,0.8247026,0.8326058,0.82866335,0.73375696,0.83275443,0.7994739,0.7967777,0.78233796,0.7904498,0.8395492,0.8935481,0.659692,0.7350603,0.7693136,0.7811214,0.7628033,0.87406117,0.81782633,0.8332152,0.8457166,0.85204965,0.80325365,0.68544596,0.8058753,0.84021544,0.80360705,0.8510797,0.84887403,0.7438139,0.8528436,0.6846839,0.7676845,0.75095546,0.6518462,0.79754066,0.8437422,0.9257616,0.75938845,0.7937329,0.8910453,0.80952954,0.79539055,0.78913903,0.80817485,0.80864006,0.7829457,0.772061,0.7488426,0.8874548,0.8804421,0.8512973,0.8639954,0.75581497,0.87467164,0.8835947,0.7506253,0.71341014,0.82013154,0.9660142,0.8131376,0.79601026,0.7083365,0.7636303,0.8205923,0.8329396,0.88496375,0.68456185,0.78751576,0.92895067,0.6942117,0.61190516,0.647837,0.89113206,0.7842816,0.9654747,0.6654832,0.84824973,0.7276591,0.705913,0.7724863,0.7395082,0.6705426,0.8469551,0.67853665,0.86271596,0.893238,0.749376,0.854275,0.710376,0.76259494,0.8018549,0.7650377,0.8902517,0.8097711,0.888662,0.9176735,0.8886978,0.8180163,0.86911446,0.7541322,0.817344,0.9207715,0.7946814,0.83197063,0.7774769,0.7134924,0.6682629,0.6984445,0.68300325,0.7943137,0.80313784,0.941181,0.64323026,0.6760031,0.6816891,0.8615476,0.7285967,0.74829507,0.77332413,0.7061969,0.7803958,0.814095,0.88513833,0.8870469,0.8662705,0.8210454,0.8081538,0.8340271,0.8624973,0.78011155,0.84326917,0.7696586,0.80139166,0.69735974,0.8094464
Tdh,0.8342148,0.8331405,0.8317504,0.872673,0.8409609,0.44181198,0.8555777,0.8517868,0.6138975,0.81310976,0.92293555,0.8071378,0.78351295,0.876789,0.8803425,0.6557716,0.8355324,0.86432487,0.6839446,0.8898123,0.75768524,0.15996838,0.83828735,0.6361183,0.8575136,0.61214113,0.82786995,0.5833833,0.6743023,0.87334657,0.90927625,0.9130306,0.8474681,0.8988435,0.8701888,0.80219084,0.9124533,0.78131247,0.74923646,0.77738,0.9066045,0.9198714,0.8899801,0.8901969,0.8824877,0.8697751,0.8829873,0.84541285,0.8522537,0.92397475,0.85897636,0.71821624,0.89360505,0.8463688,0.8521313,0.8886647,0.88002825,0.86718816,0.88096726,0.87998295,0.89847475,0.9116061,0.5693253,0.8910371,0.8962608,0.8882365,0.9196162,0.80100954,0.84901136,0.89444363,0.8446592,0.79874206,0.8602961,0.84820366,0.8563751,0.7795521,0.7179661,0.67760736,0.91581535,0.8152682,0.85505843,0.72658366,0.93038416,0.70295805,0.6043525,0.724408,0.75328577,0.7237201,0.85244274,0.86897945,0.8050729,0.8805202,0.7983476,0.75143874,0.75915515,0.24324839,0.87927717,0.8998433,0.9051886,0.34173506,0.9348393,0.8598726,0.9124924,0.74866825,0.58767545,0.85039,0.8702366,0.7897006,0.8623075,0.8188191,0.54952013,0.9142327,0.8835289,0.79700124,0.86018515,0.8178645,0.38049927,0.88281226,0.8614928,0.528216,0.91503555,0.6739788,0.9072101,0.8372945,0.8276377,0.85289204,0.8608547,0.96986675,0.84868306,0.799979,0.79500777,0.8140032,0.63708127,0.8770588,0.69866014,0.52265096,0.91284746,0.92360294,0.9169927,0.8849292,0.91873,0.5262127,0.8760885,0.87654865,0.89572,0.8758185,0.63299394,0.8726658,0.90161395,0.8481756,0.8947538,0.7948097,0.8248979,0.8618581,0.88081515,0.91175604,0.9200521,0.39530233,0.9120837,0.9090095,0.8996628,0.8766472,0.82495606,0.80204755,0.83370095,0.8715151,0.93887657,0.89884365,0.90360117,0.6425802,0.95096135,0.8014424,0.8063318,0.8873706,0.91615623
Mcm2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp42,0.60699177,0.9261544,0.8200204,0.8606466,0.974363,0.5846993,0.8745063,0.82714164,0.82379735,0.6123164,0.88003093,0.6132043,0.670552,0.7909472,0.8017483,0.88109255,0.91934276,0.90497,0.89603436,0.7321537,0.67458695,0.5153157,0.7929595,0.76245856,0.8575136,0.8456502,0.97688574,0.71209747,0.8368139,0.89027417,0.7849667,0.77908987,0.8506196,0.90200776,0.9309758,0.9061321,0.76009077,0.95119935,0.93834096,0.9729612,0.8107672,0.9102063,0.8275689,0.74517727,0.7988215,0.7495687,0.8222319,0.67234623,0.80599284,0.7901257,0.88206816,0.71525437,0.9420125,0.8963695,0.6505185,0.66052604,0.82052886,0.80376947,0.8544804,0.8524728,0.6912864,0.90314025,0.5906371,0.90919554,0.71471006,0.9147627,0.868095,0.848336,0.77149343,0.9337754,0.7065056,0.7163273,0.7174008,0.86428386,0.9005395,0.6437046,0.49662882,0.67509174,0.91341555,0.51357025,0.90587175,0.78536433,0.94769466,0.7900021,0.61280876,0.72665536,0.6472399,0.62970805,0.96296185,0.86091226,0.8927494,0.87937707,0.89963436,0.93160003,0.9222826,0.47624618,0.83884966,0.8934874,0.78313845,0.58727217,0.8891833,0.8699011,0.922856,0.9425021,0.53551173,0.6084937,0.82855266,0.9401345,0.57093686,0.78665364,0.85178673,0.8879861,0.55460346,0.8823223,0.5287694,0.5588581,0.58163124,0.7218183,0.8779604,0.7117697,0.9144316,0.6789723,0.8246997,0.8771153,0.7665369,0.9267564,0.7933557,0.7438695,0.86402607,0.82189023,0.8642355,0.91027474,0.6635284,0.91683537,0.5915431,0.3995073,0.7186131,0.54998296,0.82765865,0.85050154,0.61356086,0.48196605,0.9215916,0.871198,0.8542806,0.73202544,0.6729092,0.8865002,0.8058262,0.67521197,0.7489163,0.62132645,0.90780663,0.7952555,0.96274096,0.5931263,0.8902635,0.48430473,0.895731,0.8699625,0.8421478,1,0.8949375,0.9227977,0.9420376,0.87530893,0.9396099,0.9923153,0.7807049,0.671759,0.9083481,0.8241668,0.9210755,0.74183565,0.729825
Aurka,0.7879604,0.7958153,0.61167514,0.7266318,0.677037,0.6612578,0.7293619,0.6398384,0.5766074,0.74991864,0.6930576,0.7229015,0.73932934,0.7845797,0.767748,0.7177915,0.7668467,0.7578196,0.67240185,0.7880475,0.77212834,0.43299183,0.6990103,0.5626126,0.68558216,0.6075771,0.68755615,0.6076902,0.5324358,0.6625414,0.7214724,0.75145984,0.7494835,0.6393948,0.5906349,0.69905907,0.7795779,0.7435722,0.7933185,0.6949426,0.63386303,0.64210486,0.5500423,0.6515148,0.5745372,0.66106987,0.64859694,0.6863988,0.574162,0.76192516,0.7570653,0.615595,0.56306344,0.6839664,0.69602287,0.6325988,0.72008073,0.6180907,0.59658045,0.6168719,0.74577165,0.65620303,0.81365603,0.6082996,0.661834,0.6041037,0.61338687,0.63070226,0.61997837,0.73811704,0.73603034,0.58989656,0.5458414,0.76053625,0.6163918,0.77234554,0.58836055,0.6645019,0.56241757,0.73139864,0.64530015,0.64532965,0.55458415,0.59344524,0.7688756,0.67560184,0.64174974,0.65096676,0.7272425,0.5289916,0.6760183,0.5747392,0.68228066,0.7084072,0.71893543,0.6888271,0.5299477,0.7588753,0.7358951,0.7626429,0.75044143,0.7083365,0.72781974,0.7170935,0.7123544,0.6194773,0.7208412,0.73457086,0.57093686,0.75216126,0.6015312,0.57374173,0.6195436,0.7562407,0.563347,0.64777225,0.748668,0.742963,0.6034652,0.528216,0.7549312,0.74665785,0.7270142,0.67493707,0.740816,0.70985925,0.68322957,0.70546514,0.77225214,0.65795577,0.6088677,0.73596567,0.65421695,0.61383504,0.5814697,0.65292615,0.7161422,0.783268,0.54043514,0.6143888,0.7459582,0.6441379,0.6209471,0.6758526,0.7035573,0.66630477,0.72457665,0.70772403,0.6510763,0.74541825,0.6889427,0.7731824,0.6535722,0.6506551,0.7883491,0.5624969,0.59170437,0.6411372,0.5872153,0.6229531,0.5874438,0.63706326,0.7107436,0.6757222,0.658781,0.6454141,0.6820661,0.62662685,0.6073723,0.6595613,0.5706021,0.7299533,0.77086467,0.6262908,0.59593517
gene_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
